Year,Region,Product Type,Sales Volume (KL),Revenue (Crores),Sales Growth %,Market Share %,Gross Margin %,Expansion Events
1981,India,Industrial Coatings,17403,5962,12.15%,22.49%,24.19%,New product line
1981,India,Automotive Coatings,45281,1167,9.15%,47.72%,23.24%,Expansion
1981,India,Protective Coatings,27890,1546,9.64%,14.10%,23.73%,New product line
1981,India,Powder Coatings,43096,6481,6.77%,12.87%,15.94%,New product line
1981,Middle East,Decorative Paints,4746,1170,12.64%,35.92%,18.39%,Expansion
1981,Middle East,Industrial Coatings,43160,4787,9.19%,27.64%,21.12%,Major sales growth
1981,Middle East,Automotive Coatings,46871,5582,5.50%,44.12%,22.24%,Technological advancement
1981,Middle East,Protective Coatings,34267,7071,13.80%,18.94%,18.70%,Major sales growth
1981,Middle East,Powder Coatings,7866,1401,9.84%,10.08%,16.18%,New product line
1981,Asia-Pacific,Decorative Paints,18755,2350,9.61%,43.34%,21.00%,Expansion
1981,Asia-Pacific,Industrial Coatings,2171,5817,10.61%,47.05%,17.73%,Major sales growth
1981,Asia-Pacific,Automotive Coatings,27527,5371,14.71%,44.11%,22.06%,Major sales growth
1981,Asia-Pacific,Protective Coatings,48660,9007,5.02%,49.60%,19.85%,New product line
1981,Asia-Pacific,Powder Coatings,36758,4543,5.95%,30.37%,20.01%,Major sales growth
1981,Africa,Decorative Paints,20597,5562,5.40%,20.54%,18.44%,Expansion
1981,Africa,Industrial Coatings,13922,6143,9.18%,22.61%,19.85%,Major sales growth
1981,Africa,Automotive Coatings,42287,4257,10.30%,21.13%,20.99%,Technological advancement
1981,Africa,Protective Coatings,35025,9375,7.19%,13.17%,16.67%,Expansion
1981,Africa,Powder Coatings,41724,436,6.42%,48.17%,20.23%,New product line
1981,Europe,Decorative Paints,12924,1212,6.07%,35.38%,16.37%,Expansion
1981,Europe,Industrial Coatings,20183,4755,8.25%,38.27%,16.40%,Expansion
1981,Europe,Automotive Coatings,28951,3433,13.21%,27.05%,22.36%,New product line
1981,Europe,Protective Coatings,6129,784,14.42%,33.14%,15.81%,Expansion
1981,Europe,Powder Coatings,27476,7703,8.19%,39.92%,15.39%,New product line
1984,India,Decorative Paints,48118,8210,10.24%,30.71%,23.58%,Major sales growth
1984,India,Industrial Coatings,8086,168,11.91%,29.99%,23.46%,Major sales growth
1984,India,Automotive Coatings,41675,569,7.93%,32.04%,15.68%,Expansion
1984,India,Protective Coatings,17688,2733,7.42%,16.26%,19.29%,Major sales growth
1984,India,Powder Coatings,49717,3885,11.84%,29.31%,22.98%,Expansion
1984,Middle East,Decorative Paints,7835,3722,13.07%,36.93%,16.61%,Expansion
1984,Middle East,Industrial Coatings,47055,9546,5.55%,16.26%,15.54%,New product line
1984,Middle East,Automotive Coatings,30879,2504,6.89%,27.74%,22.49%,Major sales growth
1984,Middle East,Protective Coatings,49226,8406,8.09%,48.22%,23.25%,Technological advancement
1984,Middle East,Powder Coatings,6831,1529,10.60%,10.37%,15.10%,Expansion
1984,Asia-Pacific,Decorative Paints,1580,9662,12.80%,45.18%,22.24%,Expansion
1984,Asia-Pacific,Industrial Coatings,15233,6814,7.62%,25.36%,15.45%,New product line
1984,Asia-Pacific,Automotive Coatings,14111,5531,5.92%,10.25%,15.89%,Technological advancement
1984,Asia-Pacific,Protective Coatings,5343,942,12.31%,24.44%,18.74%,New product line
1984,Asia-Pacific,Powder Coatings,13533,7759,14.03%,23.86%,15.97%,Market leader
1984,Africa,Decorative Paints,27283,4201,7.16%,40.71%,20.91%,Technological advancement
1984,Africa,Industrial Coatings,42215,5153,6.23%,19.30%,23.76%,Technological advancement
1984,Africa,Automotive Coatings,48667,5568,5.06%,39.75%,21.84%,Expansion
1984,Africa,Protective Coatings,6777,8613,13.63%,40.57%,15.46%,Market leader
1984,Africa,Powder Coatings,2536,3794,8.00%,34.10%,22.62%,Expansion
1984,Europe,Decorative Paints,12727,1344,8.77%,44.25%,20.77%,Market leader
1984,Europe,Industrial Coatings,8858,6772,14.26%,21.23%,18.84%,Major sales growth
1984,Europe,Automotive Coatings,46951,4155,5.21%,13.70%,24.73%,Major sales growth
1984,Europe,Protective Coatings,22677,633,11.81%,29.29%,21.79%,New product line
1984,Europe,Powder Coatings,2303,58,11.71%,15.59%,21.97%,Expansion
1987,India,Decorative Paints,6094,1701,7.86%,46.39%,23.95%,Market leader
1987,India,Industrial Coatings,23075,5134,10.97%,13.02%,22.47%,Expansion
1987,India,Automotive Coatings,42760,7422,13.07%,21.60%,19.84%,Technological advancement
1987,India,Protective Coatings,14288,6248,14.36%,17.16%,22.64%,Expansion
1987,India,Powder Coatings,35576,7000,14.02%,13.92%,21.15%,Technological advancement
1987,Middle East,Decorative Paints,32248,3028,6.23%,18.55%,15.79%,Major sales growth
1987,Middle East,Industrial Coatings,24911,3218,7.58%,13.46%,17.13%,Technological advancement
1987,Middle East,Automotive Coatings,27203,821,6.03%,12.38%,20.12%,Technological advancement
1987,Middle East,Protective Coatings,19038,7557,13.78%,12.32%,21.83%,New product line
1987,Middle East,Powder Coatings,26992,8948,5.92%,21.44%,24.90%,New product line
1987,Asia-Pacific,Decorative Paints,1847,3985,12.06%,16.17%,18.37%,Major sales growth
1987,Asia-Pacific,Industrial Coatings,40492,6172,8.89%,11.04%,20.90%,Major sales growth
1987,Asia-Pacific,Automotive Coatings,39276,330,9.86%,23.26%,20.28%,Expansion
1987,Asia-Pacific,Protective Coatings,24299,5018,14.18%,16.08%,16.54%,Major sales growth
1987,Asia-Pacific,Powder Coatings,21826,9283,14.74%,30.53%,18.79%,Market leader
1987,Africa,Decorative Paints,38554,670,7.96%,30.29%,19.09%,Expansion
1987,Africa,Industrial Coatings,30074,110,11.90%,22.38%,22.50%,Expansion
1987,Africa,Automotive Coatings,21029,8845,9.46%,21.31%,22.29%,New product line
1987,Africa,Protective Coatings,33196,2083,13.69%,28.91%,22.04%,New product line
1987,Africa,Powder Coatings,45393,1162,5.20%,18.78%,20.97%,New product line
1987,Europe,Decorative Paints,32027,6538,10.00%,39.36%,21.21%,Technological advancement
1987,Europe,Industrial Coatings,30998,5570,12.00%,20.12%,18.40%,Technological advancement
1987,Europe,Automotive Coatings,29796,8840,6.94%,40.92%,20.90%,Expansion
1987,Europe,Protective Coatings,34628,4766,10.93%,17.11%,23.15%,New product line
1987,Europe,Powder Coatings,41106,8334,13.50%,21.87%,23.63%,Technological advancement
1990,India,Decorative Paints,47942,2583,5.60%,13.03%,19.89%,Market leader
1990,India,Industrial Coatings,43836,3472,11.36%,44.74%,17.90%,Market leader
1990,India,Automotive Coatings,4475,8679,5.48%,47.69%,15.30%,Expansion
1990,India,Protective Coatings,34576,6091,5.43%,11.46%,23.59%,New product line
1990,India,Powder Coatings,9646,3394,5.97%,48.05%,17.94%,Expansion
1990,Middle East,Decorative Paints,22796,522,12.98%,49.15%,21.32%,Technological advancement
1990,Middle East,Industrial Coatings,4888,5998,6.16%,12.68%,17.56%,Market leader
1990,Middle East,Automotive Coatings,4795,3690,8.66%,25.92%,18.92%,Market leader
1990,Middle East,Protective Coatings,28354,7614,5.79%,22.94%,15.75%,Major sales growth
1990,Middle East,Powder Coatings,4496,4734,9.13%,43.08%,25.00%,Technological advancement
1990,Asia-Pacific,Decorative Paints,38436,2496,14.85%,47.96%,21.16%,Technological advancement
1990,Asia-Pacific,Industrial Coatings,9694,1998,7.64%,43.99%,19.91%,New product line
1990,Asia-Pacific,Automotive Coatings,2225,8373,5.28%,13.79%,21.30%,New product line
1990,Asia-Pacific,Protective Coatings,26629,9163,12.95%,32.98%,18.04%,Technological advancement
1990,Asia-Pacific,Powder Coatings,4061,3815,11.95%,31.09%,23.08%,Technological advancement
1990,Africa,Decorative Paints,28450,9053,14.90%,37.36%,16.75%,Expansion
1990,Africa,Industrial Coatings,30538,9230,7.53%,40.29%,18.98%,New product line
1990,Africa,Automotive Coatings,41432,6766,9.36%,14.28%,24.68%,Expansion
1990,Africa,Protective Coatings,34204,5736,6.63%,31.19%,23.79%,Market leader
1990,Africa,Powder Coatings,14903,4050,14.92%,21.25%,17.29%,Technological advancement
1990,Europe,Decorative Paints,16334,4718,13.63%,39.12%,24.51%,Expansion
1990,Europe,Industrial Coatings,2427,1493,5.72%,12.31%,19.67%,Major sales growth
1990,Europe,Automotive Coatings,34393,8785,5.33%,28.96%,24.41%,New product line
1990,Europe,Protective Coatings,16638,4550,9.87%,18.23%,16.18%,Technological advancement
1990,Europe,Powder Coatings,7280,6223,6.25%,13.83%,20.78%,Market leader
1993,India,Decorative Paints,10933,5102,8.88%,25.44%,23.57%,Technological advancement
1993,India,Industrial Coatings,9981,3013,10.75%,47.43%,19.58%,Technological advancement
1993,India,Automotive Coatings,14730,3697,9.37%,25.35%,19.58%,New product line
1993,India,Protective Coatings,17416,8198,13.13%,42.43%,18.53%,Major sales growth
1993,India,Powder Coatings,12637,2942,9.77%,31.43%,23.56%,Technological advancement
1993,Middle East,Decorative Paints,41969,2019,10.32%,12.64%,16.16%,Market leader
1993,Middle East,Industrial Coatings,1822,3762,14.11%,25.71%,19.91%,Major sales growth
1993,Middle East,Automotive Coatings,49688,7046,12.32%,12.86%,23.30%,Market leader
1993,Middle East,Protective Coatings,28125,2636,5.42%,35.34%,19.73%,Technological advancement
1993,Middle East,Powder Coatings,47428,6499,13.44%,29.65%,21.12%,New product line
1993,Asia-Pacific,Decorative Paints,19586,7991,13.37%,15.22%,17.66%,New product line
1993,Asia-Pacific,Industrial Coatings,48528,4580,5.37%,17.74%,22.58%,Market leader
1993,Asia-Pacific,Automotive Coatings,23881,6802,12.43%,39.74%,16.28%,Market leader
1993,Asia-Pacific,Protective Coatings,36981,7914,9.53%,27.42%,17.69%,Major sales growth
1993,Asia-Pacific,Powder Coatings,14681,3227,11.12%,10.28%,16.09%,Major sales growth
1993,Africa,Decorative Paints,26993,191,7.27%,47.06%,18.02%,Market leader
1993,Africa,Industrial Coatings,22063,5096,7.59%,15.62%,22.47%,New product line
1993,Africa,Automotive Coatings,14634,5820,13.63%,16.04%,20.93%,Market leader
1993,Africa,Protective Coatings,43036,1835,6.86%,48.76%,24.41%,Major sales growth
1993,Africa,Powder Coatings,28065,8252,13.04%,22.15%,17.77%,Market leader
1993,Europe,Decorative Paints,47419,8202,10.97%,13.50%,20.26%,Major sales growth
1993,Europe,Industrial Coatings,12208,2928,10.42%,46.10%,20.48%,New product line
1993,Europe,Automotive Coatings,30526,4776,12.37%,44.84%,19.41%,Technological advancement
1993,Europe,Protective Coatings,33938,8020,14.30%,48.94%,19.84%,Major sales growth
1993,Europe,Powder Coatings,41041,1151,8.57%,49.18%,15.77%,Major sales growth
1996,India,Decorative Paints,22772,2981,8.10%,16.84%,15.52%,Expansion
1996,India,Industrial Coatings,40237,3418,13.77%,29.83%,18.93%,Technological advancement
1996,India,Automotive Coatings,42068,6180,5.27%,33.23%,18.53%,Market leader
1996,India,Protective Coatings,47104,8220,11.65%,21.37%,17.31%,Major sales growth
1996,India,Powder Coatings,1949,162,14.85%,16.59%,20.35%,Expansion
1996,Middle East,Decorative Paints,24538,237,10.15%,25.60%,19.11%,Technological advancement
1996,Middle East,Industrial Coatings,35055,5497,10.94%,32.63%,17.45%,Market leader
1996,Middle East,Automotive Coatings,9425,4806,14.68%,32.61%,19.17%,Expansion
1996,Middle East,Protective Coatings,24123,2607,11.10%,13.09%,22.14%,Technological advancement
1996,Middle East,Powder Coatings,30470,5160,6.17%,40.02%,18.06%,Major sales growth
1996,Asia-Pacific,Decorative Paints,21667,9595,10.44%,21.47%,15.85%,New product line
1996,Asia-Pacific,Industrial Coatings,37908,6527,11.41%,13.57%,24.06%,Expansion
1996,Asia-Pacific,Automotive Coatings,23431,2286,9.92%,16.37%,17.64%,Technological advancement
1996,Asia-Pacific,Protective Coatings,25174,4251,7.38%,42.45%,22.38%,New product line
1996,Asia-Pacific,Powder Coatings,14251,1428,8.95%,12.92%,20.06%,Major sales growth
1996,Africa,Decorative Paints,21074,5386,13.42%,19.86%,21.27%,New product line
1996,Africa,Industrial Coatings,32376,4863,11.64%,49.03%,19.94%,Technological advancement
1996,Africa,Automotive Coatings,3591,7746,9.25%,18.86%,19.93%,New product line
1996,Africa,Protective Coatings,47110,9391,12.08%,16.43%,23.91%,Technological advancement
1996,Africa,Powder Coatings,5836,5233,7.45%,42.24%,21.10%,Technological advancement
1996,Europe,Decorative Paints,6617,4811,10.50%,33.01%,21.28%,Technological advancement
1996,Europe,Industrial Coatings,40463,1477,6.58%,14.27%,16.80%,Expansion
1996,Europe,Automotive Coatings,10285,6785,5.17%,25.09%,15.22%,Technological advancement
1996,Europe,Protective Coatings,8997,5909,6.30%,45.44%,24.81%,Technological advancement
1996,Europe,Powder Coatings,9718,8509,9.81%,20.41%,24.66%,Market leader
1999,India,Decorative Paints,3363,6037,5.35%,42.34%,17.82%,New product line
1999,India,Industrial Coatings,25854,5647,5.38%,33.67%,20.13%,Technological advancement
1999,India,Automotive Coatings,10836,8166,9.79%,44.70%,22.72%,Major sales growth
1999,India,Protective Coatings,25586,1848,13.75%,17.66%,22.32%,New product line
1999,India,Powder Coatings,18410,6869,13.56%,28.07%,18.40%,Expansion
1999,Middle East,Decorative Paints,12297,486,9.76%,23.28%,17.81%,Technological advancement
1999,Middle East,Industrial Coatings,44640,8816,9.15%,10.61%,16.98%,Technological advancement
1999,Middle East,Automotive Coatings,19671,2184,5.95%,47.36%,18.86%,Expansion
1999,Middle East,Protective Coatings,33712,4202,13.99%,17.94%,23.98%,Major sales growth
1999,Middle East,Powder Coatings,37556,4422,7.10%,47.45%,23.48%,New product line
1999,Asia-Pacific,Decorative Paints,44460,6556,8.82%,23.28%,23.55%,Market leader
1999,Asia-Pacific,Industrial Coatings,36269,5283,11.10%,21.30%,22.89%,Technological advancement
1999,Asia-Pacific,Automotive Coatings,16328,5083,13.21%,10.52%,18.11%,Market leader
1999,Asia-Pacific,Protective Coatings,26318,7755,6.39%,46.43%,15.37%,Expansion
1999,Asia-Pacific,Powder Coatings,6844,4143,10.58%,11.03%,19.26%,Expansion
1999,Africa,Decorative Paints,42443,74,5.45%,36.01%,15.61%,Technological advancement
1999,Africa,Industrial Coatings,11012,6956,12.04%,44.37%,17.04%,Technological advancement
1999,Africa,Automotive Coatings,38773,5999,10.57%,18.00%,18.60%,Market leader
1999,Africa,Protective Coatings,19495,8613,12.53%,16.93%,16.94%,New product line
1999,Africa,Powder Coatings,29446,243,7.20%,22.76%,16.74%,New product line
1999,Europe,Decorative Paints,48351,6315,12.95%,38.11%,22.98%,Market leader
1999,Europe,Industrial Coatings,33678,3609,13.51%,40.64%,20.81%,Technological advancement
1999,Europe,Automotive Coatings,17695,4256,12.42%,45.18%,17.24%,New product line
1999,Europe,Protective Coatings,49016,2406,10.05%,30.07%,20.14%,New product line
1999,Europe,Powder Coatings,13854,6143,6.38%,35.82%,24.95%,New product line
2002,India,Decorative Paints,39314,4861,6.89%,41.49%,17.05%,Technological advancement
2002,India,Industrial Coatings,36493,556,12.62%,34.04%,23.80%,Major sales growth
2002,India,Automotive Coatings,4903,7739,9.20%,23.50%,23.76%,Major sales growth
2002,India,Protective Coatings,33914,7241,8.31%,30.53%,20.70%,Expansion
2002,India,Powder Coatings,33818,3398,13.67%,35.86%,22.72%,Market leader
2002,Middle East,Decorative Paints,17370,7439,13.16%,34.98%,17.19%,Major sales growth
2002,Middle East,Industrial Coatings,30513,2881,8.59%,28.42%,21.56%,Major sales growth
2002,Middle East,Automotive Coatings,35978,4759,10.09%,19.79%,18.95%,Market leader
2002,Middle East,Protective Coatings,34154,723,11.11%,37.34%,23.03%,New product line
2002,Middle East,Powder Coatings,1727,3063,13.08%,24.64%,17.43%,Expansion
2002,Asia-Pacific,Decorative Paints,17112,3792,8.65%,23.80%,24.50%,Technological advancement
2002,Asia-Pacific,Industrial Coatings,49739,8154,10.78%,44.64%,20.31%,Major sales growth
2002,Asia-Pacific,Automotive Coatings,46289,354,13.91%,40.17%,24.56%,Major sales growth
2002,Asia-Pacific,Protective Coatings,16146,679,9.65%,37.58%,23.18%,Market leader
2002,Asia-Pacific,Powder Coatings,45137,2317,11.43%,36.61%,19.68%,Expansion
2002,Africa,Decorative Paints,19740,2264,7.28%,38.50%,24.79%,Major sales growth
2002,Africa,Industrial Coatings,35384,4528,13.25%,30.02%,19.26%,Expansion
2002,Africa,Automotive Coatings,42308,3796,12.70%,40.74%,23.23%,Technological advancement
2002,Africa,Protective Coatings,7212,3782,8.77%,39.68%,21.35%,Technological advancement
2002,Africa,Powder Coatings,26990,3551,14.81%,26.31%,16.06%,Major sales growth
2002,Europe,Decorative Paints,46497,2100,5.22%,24.60%,17.43%,Market leader
2002,Europe,Industrial Coatings,1058,5872,11.90%,10.47%,20.09%,Market leader
2002,Europe,Automotive Coatings,45391,3515,12.84%,15.10%,21.72%,Expansion
2002,Europe,Protective Coatings,21813,1481,5.99%,39.29%,17.55%,Major sales growth
2002,Europe,Powder Coatings,8450,6501,12.59%,24.85%,22.49%,Market leader
2005,India,Decorative Paints,49494,3515,8.44%,22.73%,15.06%,Market leader
2005,India,Industrial Coatings,26227,3358,8.99%,38.38%,24.64%,Technological advancement
2005,India,Automotive Coatings,38061,5126,8.42%,49.33%,24.78%,Expansion
2005,India,Protective Coatings,39114,8300,5.55%,47.17%,17.72%,Market leader
2005,India,Powder Coatings,40656,8498,11.92%,12.35%,22.22%,Market leader
2005,Middle East,Decorative Paints,14892,6175,12.39%,28.11%,16.15%,New product line
2005,Middle East,Industrial Coatings,27373,928,12.67%,35.62%,16.74%,Market leader
2005,Middle East,Automotive Coatings,23287,8944,10.72%,10.24%,20.95%,Expansion
2005,Middle East,Protective Coatings,46925,8033,10.03%,32.66%,15.26%,New product line
2005,Middle East,Powder Coatings,29601,5161,10.39%,21.44%,19.99%,Market leader
2005,Asia-Pacific,Decorative Paints,10871,2402,11.29%,38.30%,23.15%,Technological advancement
2005,Asia-Pacific,Industrial Coatings,12735,8184,14.33%,49.33%,19.57%,Technological advancement
2005,Asia-Pacific,Automotive Coatings,48516,4128,8.10%,38.19%,21.98%,Major sales growth
2005,Asia-Pacific,Protective Coatings,38684,3068,8.08%,18.37%,21.03%,Major sales growth
2005,Asia-Pacific,Powder Coatings,2111,2007,10.41%,14.38%,22.88%,Technological advancement
2005,Africa,Decorative Paints,14344,6842,5.73%,32.69%,17.64%,New product line
2005,Africa,Industrial Coatings,6908,2425,9.70%,25.57%,16.71%,Major sales growth
2005,Africa,Automotive Coatings,12091,2790,9.89%,18.58%,16.93%,New product line
2005,Africa,Protective Coatings,5607,3195,6.18%,36.35%,24.11%,Major sales growth
2005,Africa,Powder Coatings,12652,9458,6.07%,24.81%,15.93%,Expansion
2005,Europe,Decorative Paints,13160,2488,12.58%,14.87%,15.34%,Expansion
2005,Europe,Industrial Coatings,32989,2524,10.88%,18.18%,18.54%,Major sales growth
2005,Europe,Automotive Coatings,37426,55,5.77%,26.02%,19.80%,New product line
2005,Europe,Protective Coatings,25074,9876,14.11%,31.23%,23.86%,Expansion
2005,Europe,Powder Coatings,24709,7540,5.69%,13.06%,21.95%,New product line
2008,India,Decorative Paints,45631,2511,8.21%,38.02%,23.90%,New product line
2008,India,Industrial Coatings,25462,7018,10.87%,44.82%,17.80%,Technological advancement
2008,India,Automotive Coatings,30162,382,13.25%,35.15%,18.04%,Major sales growth
2008,India,Protective Coatings,39158,5639,13.79%,38.77%,21.93%,Market leader
2008,India,Powder Coatings,11565,8662,12.33%,46.57%,17.98%,Expansion
2008,Middle East,Decorative Paints,23996,7572,11.77%,14.68%,16.10%,Market leader
2008,Middle East,Industrial Coatings,13149,2389,14.64%,15.46%,22.84%,Technological advancement
2008,Middle East,Automotive Coatings,49085,5839,6.25%,11.93%,15.55%,Expansion
2008,Middle East,Protective Coatings,49301,422,9.00%,18.80%,23.78%,Technological advancement
2008,Middle East,Powder Coatings,30879,5798,6.66%,21.38%,20.13%,Major sales growth
2008,Asia-Pacific,Decorative Paints,12930,2527,7.60%,49.09%,17.90%,Major sales growth
2008,Asia-Pacific,Industrial Coatings,24104,6913,7.11%,16.00%,23.73%,Expansion
2008,Asia-Pacific,Automotive Coatings,6951,2591,7.05%,46.44%,20.38%,Technological advancement
2008,Asia-Pacific,Protective Coatings,11457,6234,12.71%,15.30%,16.84%,Technological advancement
2008,Asia-Pacific,Powder Coatings,31734,3813,6.88%,35.69%,16.04%,Market leader
2008,Africa,Decorative Paints,14718,4017,7.07%,34.90%,15.70%,Major sales growth
2008,Africa,Industrial Coatings,22230,2588,5.48%,37.98%,21.39%,Market leader
2008,Africa,Automotive Coatings,48385,8795,7.29%,23.47%,19.82%,Market leader
2008,Africa,Protective Coatings,14384,2474,11.03%,16.70%,16.06%,Expansion
2008,Africa,Powder Coatings,12627,3663,13.82%,40.67%,16.43%,Expansion
2008,Europe,Decorative Paints,1814,6768,5.48%,44.82%,16.74%,Expansion
2008,Europe,Industrial Coatings,15255,1624,5.42%,29.74%,20.27%,Major sales growth
2008,Europe,Automotive Coatings,21631,5772,5.61%,45.67%,23.07%,Market leader
2008,Europe,Protective Coatings,30011,4794,9.73%,11.21%,15.14%,New product line
2008,Europe,Powder Coatings,37734,6500,5.84%,33.77%,17.40%,Market leader
2011,India,Decorative Paints,47497,725,9.90%,47.43%,15.05%,Expansion
2011,India,Industrial Coatings,48529,7773,14.82%,45.44%,18.74%,Major sales growth
2011,India,Automotive Coatings,10259,319,9.05%,13.44%,21.37%,Market leader
2011,India,Protective Coatings,29313,746,12.06%,24.83%,16.32%,Technological advancement
2011,India,Powder Coatings,40303,248,7.00%,48.96%,22.94%,Technological advancement
2011,Middle East,Decorative Paints,7473,3087,6.82%,47.92%,17.55%,Technological advancement
2011,Middle East,Industrial Coatings,29694,769,5.94%,32.16%,15.93%,Market leader
2011,Middle East,Automotive Coatings,45395,9715,12.83%,10.26%,20.66%,Major sales growth
2011,Middle East,Protective Coatings,36195,2366,7.45%,13.46%,19.07%,New product line
2011,Middle East,Powder Coatings,31335,2984,14.73%,23.94%,22.75%,Market leader
2011,Asia-Pacific,Decorative Paints,28173,5527,5.38%,14.69%,17.57%,Expansion
2011,Asia-Pacific,Industrial Coatings,26994,279,14.06%,33.67%,20.73%,Technological advancement
2011,Asia-Pacific,Automotive Coatings,15360,9485,13.94%,33.98%,19.49%,Major sales growth
2011,Asia-Pacific,Protective Coatings,30283,6622,11.81%,24.78%,24.62%,Technological advancement
2011,Asia-Pacific,Powder Coatings,12066,6745,7.04%,38.35%,24.94%,Expansion
2011,Africa,Decorative Paints,44872,8789,9.30%,25.00%,15.19%,Technological advancement
2011,Africa,Industrial Coatings,40019,3155,8.99%,16.01%,23.24%,Market leader
2011,Africa,Automotive Coatings,45829,7748,12.85%,31.13%,22.38%,Major sales growth
2011,Africa,Protective Coatings,7753,4065,13.75%,43.11%,24.49%,Technological advancement
2011,Africa,Powder Coatings,19216,8268,13.32%,19.98%,22.84%,Expansion
2011,Europe,Decorative Paints,30283,4670,12.19%,23.45%,17.58%,Expansion
2011,Europe,Industrial Coatings,32761,3952,9.84%,22.57%,15.30%,Market leader
2011,Europe,Automotive Coatings,12806,414,6.57%,31.85%,24.13%,Market leader
2011,Europe,Protective Coatings,34421,9856,5.93%,37.01%,19.35%,Major sales growth
2011,Europe,Powder Coatings,15270,8643,13.40%,47.22%,17.81%,Market leader
2014,India,Decorative Paints,48583,3791,10.64%,35.56%,17.94%,Technological advancement
2014,India,Industrial Coatings,31394,2672,9.42%,26.49%,15.67%,Technological advancement
2014,India,Automotive Coatings,6732,2964,5.31%,35.09%,24.77%,New product line
2014,India,Protective Coatings,34120,5797,12.20%,24.15%,22.09%,Technological advancement
2014,India,Powder Coatings,27691,5450,5.77%,10.27%,24.57%,Technological advancement
2014,Middle East,Decorative Paints,44336,1054,6.15%,32.75%,17.74%,Market leader
2014,Middle East,Industrial Coatings,37986,9085,11.73%,43.70%,19.52%,New product line
2014,Middle East,Automotive Coatings,21988,7424,9.54%,44.22%,22.22%,New product line
2014,Middle East,Protective Coatings,2851,4428,12.09%,12.48%,18.72%,Market leader
2014,Middle East,Powder Coatings,36399,5961,10.79%,12.83%,24.00%,Technological advancement
2014,Asia-Pacific,Decorative Paints,6523,1397,5.90%,38.54%,15.93%,Expansion
2014,Asia-Pacific,Industrial Coatings,18846,50,14.46%,47.54%,19.58%,Market leader
2014,Asia-Pacific,Automotive Coatings,17725,312,13.01%,13.46%,18.69%,Expansion
2014,Asia-Pacific,Protective Coatings,23423,7095,10.21%,32.31%,23.32%,New product line
2014,Asia-Pacific,Powder Coatings,30540,5524,8.23%,23.75%,15.57%,Market leader
2014,Africa,Decorative Paints,22314,9495,9.19%,27.44%,20.51%,Technological advancement
2014,Africa,Industrial Coatings,11951,3874,6.48%,16.93%,19.81%,Expansion
2014,Africa,Automotive Coatings,4474,3050,7.94%,31.44%,17.87%,Market leader
2014,Africa,Protective Coatings,13760,8015,13.52%,30.22%,22.56%,Technological advancement
2014,Africa,Powder Coatings,1351,4102,10.37%,44.43%,17.93%,Market leader
2014,Europe,Decorative Paints,38665,7283,6.12%,38.79%,22.74%,Major sales growth
2014,Europe,Industrial Coatings,20664,2501,10.25%,40.30%,17.20%,Expansion
2014,Europe,Automotive Coatings,12073,786,7.91%,35.48%,20.30%,Technological advancement
2014,Europe,Protective Coatings,25673,512,10.03%,11.90%,19.52%,New product line
2014,Europe,Powder Coatings,20101,8133,7.53%,45.49%,20.29%,New product line
2017,India,Decorative Paints,27037,3062,11.91%,36.42%,16.11%,Major sales growth
2017,India,Industrial Coatings,48808,8335,8.64%,44.97%,18.18%,Major sales growth
2017,India,Automotive Coatings,39357,3574,12.86%,37.19%,17.66%,Expansion
2017,India,Protective Coatings,26486,5316,14.51%,26.94%,18.22%,Major sales growth
2017,India,Powder Coatings,42005,7006,14.99%,37.49%,15.39%,Major sales growth
2017,Middle East,Decorative Paints,8166,6052,8.26%,48.21%,23.63%,Market leader
2017,Middle East,Industrial Coatings,33249,3767,10.65%,35.14%,24.89%,Expansion
2017,Middle East,Automotive Coatings,3823,5492,13.87%,35.70%,17.22%,Expansion
2017,Middle East,Protective Coatings,16376,5999,10.50%,24.52%,17.68%,Market leader
2017,Middle East,Powder Coatings,21810,9307,9.24%,38.26%,16.42%,New product line
2017,Asia-Pacific,Decorative Paints,3602,462,6.48%,23.72%,16.20%,Expansion
2017,Asia-Pacific,Industrial Coatings,5597,491,10.38%,43.51%,19.92%,Major sales growth
2017,Asia-Pacific,Automotive Coatings,18931,2544,5.96%,34.78%,16.95%,New product line
2017,Asia-Pacific,Protective Coatings,39955,5493,6.50%,45.36%,22.78%,Technological advancement
2017,Asia-Pacific,Powder Coatings,39365,642,10.61%,39.17%,23.95%,New product line
2017,Africa,Decorative Paints,3940,4766,5.88%,41.92%,17.77%,Market leader
2017,Africa,Industrial Coatings,6895,8482,10.41%,49.52%,18.20%,Expansion
2017,Africa,Automotive Coatings,44017,6355,10.30%,40.91%,22.06%,Technological advancement
2017,Africa,Protective Coatings,34925,8916,7.82%,41.84%,22.39%,Expansion
2017,Africa,Powder Coatings,18675,1404,13.92%,46.53%,19.14%,Market leader
2017,Europe,Decorative Paints,11694,4164,13.19%,35.47%,22.49%,Major sales growth
2017,Europe,Industrial Coatings,6862,7196,12.92%,20.06%,22.11%,Market leader
2017,Europe,Automotive Coatings,25378,1613,5.87%,24.75%,19.72%,Market leader
2017,Europe,Protective Coatings,2641,1604,11.59%,36.29%,15.48%,New product line
2017,Europe,Powder Coatings,22603,4200,13.41%,19.91%,23.92%,Expansion
2020,India,Decorative Paints,41303,9919,11.36%,40.79%,16.57%,Expansion
2020,India,Industrial Coatings,44957,1745,11.94%,20.73%,15.61%,Major sales growth
